City,Country,Latitude,Longitude,Year,Population
Haerbin,China,45.75,126.62,2020.0,4080000.0
Handan,China,36.6,114.48,2020.0,1990000.0
Hangzhou,China,30.25,120.16,2020.0,3650000.0
Hefei,China,31.86,117.27,2020.0,2480000.0
Hengyang,China,26.9,112.6,2020.0,1210000.0
Heze,China,35.23,115.43,2020.0,1520000.0
Hohhot,China,40.81,111.64,2020.0,2110000.0
Huai'an,China,33.5,119.13,2020.0,1440000.0
Huaibei,China,34.15,116.65,2020.0,1120000.0
Huainan,China,32.61,116.98,2020.0,1660000.0
Huzhou,China,30.86,120.1,2020.0,1420000.0
Jiamusi,China,46.83,130.35,2020.0,1230000.0
Jiaozuo,China,35.24,113.22,2020.0,1020000.0
Jiaxing,China,30.76,120.75,2020.0,1160000.0
Jilin,China,43.85,126.56,2020.0,2920000.0
"Jinan, Shandong",China,36.65,116.96,2020.0,3180000.0
"Jining, Shandong",China,35.4,116.56,2020.0,1400000.0
"Jinxi, Liaoning",China,41.11,122.05,2020.0,2990000.0
Jinzhou,China,41.1,121.13,2020.0,1120000.0
"Jixi, Heilongjiang",China,45.3,130.96,2020.0,1100000.0
Kaifeng,China,34.79,114.34,2020.0,1010000.0
Kaohsiung,China,22.6,120.28,2020.0,1740000.0
Kunming,China,25.05,102.7,2020.0,3400000.0
Langfang,China,39.51,116.7,2020.0,960000.0
Lanzhou,China,36.11,103.59,2020.0,3120000.0
Leshan,China,29.58,103.75,2020.0,1310000.0
Lianyungang,China,41.26,119.16,2020.0,970000.0
Liaoyang,China,41.26,123.17,2020.0,920000.0
Linfen,China,36.08,111.51,2020.0,990000.0
"Linyi, Shandong",China,35.05,118.31,2020.0,2380000.0
Liuan,China,31.73,116.46,2020.0,1950000.0
Liupanshui,China,26.59,104.83,2020.0,1490000.0
Liuzhou,China,24.31,109.38,2020.0,1830000.0
Luoyang,China,34.67,112.36,2020.0,2030000.0
Luzhou,China,28.88,105.43,2020.0,1880000.0
"Mianyang, Sichuan",China,31.46,104.75,2020.0,1690000.0
Mudanjiang,China,44.58,129.59,2020.0,1520000.0
Nanchang,China,28.67,115.88,2020.0,2910000.0
Nanchong,China,28.68,115.88,2020.0,2650000.0
"Nanjing, Jiangsu",China,32.04,118.76,2020.0,4150000.0
Nanning,China,22.83,108.29,2020.0,2640000.0
Nantong,China,32.0,120.83,2020.0,1160000.0
"Nanyang, Henan",China,33.0,112.53,2020.0,2370000.0
Neijiang,China,29.58,105.06,2020.0,1670000.0
Ningbo,China,29.86,121.55,2020.0,2340000.0
"Pingdingshan, Henan",China,33.73,113.3,2020.0,920000.0
"Pingxiang, Jiangxi",China,27.63,113.85,2020.0,1180000.0
Qingdao,China,36.14,120.43,2020.0,3250000.0
Qinhuangdao,China,39.93,119.6,2020.0,1230000.0
Qiqihaer,China,47.34,123.96,2020.0,1880000.0
Quanzhou,China,24.91,118.58,2020.0,1790000.0
Shanghai,China,31.24,121.47,2020.0,17210000.0
Shangqiu,China,34.41,115.63,2020.0,2140000.0
Shantou,China,23.36,116.7,2020.0,1980000.0
Shaoxing,China,30.0,120.58,2020.0,950000.0
Shenyang,China,41.8,123.38,2020.0,5370000.0
Shenzhen,China,22.55,114.1,2020.0,8950000.0
Shijiazhuang,China,38.07,114.55,2020.0,2940000.0
"Suining, Sichuan",China,30.51,105.56,2020.0,1620000.0
"Suzhou, Anhui",China,33.61,117.0,2020.0,2390000.0
"Suzhou, Jiangsu",China,31.3,120.6,2020.0,2010000.0
"Taian, Shandong",China,36.16,117.11,2020.0,1860000.0
Taichung,China,24.14,120.67,2020.0,1280000.0
Tainan,China,23.01,120.2,2020.0,870000.0
Taipei,China,25.03,121.5,2020.0,2860000.0
"Taiyuan, Shanxi",China,37.89,112.55,2020.0,3430000.0
"Tangshan, Hebei",China,39.61,118.18,2020.0,2180000.0
Tianjin,China,39.12,117.18,2020.0,8110000.0
Tianmen,China,30.41,112.85,2020.0,1940000.0
Tianshui,China,34.58,105.73,2020.0,1400000.0
Tongliao,China,43.61,122.26,2020.0,1040000.0
Ürümqi (Wulumqi),China,43.78,87.58,2020.0,2620000.0
Weifang,China,36.71,119.1,2020.0,1820000.0
Wenzhou,China,27.99,120.65,2020.0,2860000.0
Wuhan,China,30.57,114.27,2020.0,8200000.0
"Wuhu, Anhui",China,31.33,118.35,2020.0,970000.0
"Wuxi, Jiangsu",China,33.0,120.0,2020.0,2130000.0
Xiamen,China,24.46,118.07,2020.0,3060000.0
"Xi'an, Shaanxi",China,34.26,108.9,2020.0,4560000.0
"Xiangfan, Hubei",China,30.4,114.88,2020.0,1310000.0
Xiantao,China,30.38,113.4,2020.0,1770000.0
"Xianyang, Shaanxi",China,34.35,108.71,2020.0,1350000.0
"Xingyi, Guizhou",China,24.53,104.31,2020.0,960000.0
Xining,China,36.64,101.76,2020.0,1280000.0
Xinxiang,China,35.3,113.86,2020.0,1080000.0
Xinyang,China,32.13,114.05,2020.0,1880000.0
Xinyu,China,27.79,114.92,2020.0,1100000.0
Xuanzhou,China,27.09,112.71,2020.0,990000.0
Xuzhou,China,34.26,117.16,2020.0,2560000.0
"Yancheng, Jiangsu",China,33.38,120.11,2020.0,1030000.0
Yantai,China,37.45,121.44,2020.0,2580000.0
Yibin,China,28.76,104.61,2020.0,1060000.0
Yichang,China,30.7,111.28,2020.0,1070000.0
"Yichun, Heilongjiang",China,47.73,128.9,2020.0,850000.0
"Yichun, Jiangxi",China,27.8,114.38,2020.0,1130000.0
Yinchuan,China,38.46,106.26,2020.0,1210000.0
Yingkou,China,40.66,122.23,2020.0,940000.0
"Yiyang, Hunan",China,28.58,112.33,2020.0,1570000.0
Yongzhou,China,26.21,111.61,2020.0,1130000.0
Yuci,China,37.68,112.73,2020.0,1040000.0
Yueyang,China,29.36,113.1,2020.0,880000.0
"Yulin, Guangxi",China,22.63,110.15,2020.0,1380000.0
Zaozhuang,China,34.86,117.55,2020.0,2460000.0
Zhangjiakou,China,40.81,114.88,2020.0,1250000.0
Zhanjiang,China,21.2,110.4,2020.0,1900000.0
Zhaotong,China,27.31,103.71,2020.0,950000.0
Zhengzhou,China,34.75,113.64,2020.0,2990000.0
"Zhenjiang, Jiangsu",China,32.2,119.41,2020.0,1050000.0
Zhuhai,China,22.27,113.56,2020.0,1250000.0
Zhuzhou,China,27.85,113.13,2020.0,1320000.0
Zibo,China,36.78,118.05,2020.0,3520000.0
Zigong,China,29.4,104.78,2020.0,1260000.0
Zunyi,China,27.68,106.9,2020.0,1040000.0
Barranquilla,Colombia,10.98,-74.8,2020.0,2050000.0
Bogotá,Colombia,4.63,-74.08,2020.0,8920000.0
Bucaramanga,Colombia,7.11,-73.11,2020.0,1160000.0
Cali,Colombia,3.45,-76.52,2020.0,2540000.0
Cartagena,Colombia,10.41,-75.53,2020.0,1030000.0
Medellín,Colombia,6.24,-75.59,2020.0,3790000.0
Brazzaville,Congo,-4.28,15.28,2020.0,1730000.0
Kananga,Democratic Republic of the Congo,-5.89,22.4,2020.0,1110000.0
Kinshasa,Democratic Republic of the Congo,-4.32,15.29,2020.0,11310000.0
Lubumbashi,Democratic Republic of the Congo,-11.68,27.54,2020.0,1940000.0
Mbuji-Mayi,Democratic Republic of the Congo,-6.14,23.66,2020.0,1880000.0
San José,Costa Rica,9.93,-84.07,2020.0,1510000.0
La Habana,Cuba,23.04,-82.41,2020.0,2150000.0
Praha,Czech Republic,50.1,14.45,2020.0,1160000.0
Cotonou,Benin,6.35,2.43,2020.0,1000000.0
København,Denmark,55.71,12.54,2020.0,1090000.0
Santo Domingo,Dominican Republic,18.48,-69.89,2020.0,2520000.0
Guayaquil,Ecuador,-2.2,-79.9,2020.0,2940000.0
Quito,Ecuador,-0.22,-78.52,2020.0,2040000.0
San Salvador,El Salvador,13.7,-89.2,2020.0,1650000.0
Addis Ababa,Ethiopia,9.02,38.7,2020.0,4180000.0
Huambo,Angola,-12.76,15.73,2020.0,1310000.0
Luanda,Angola,-8.81,13.23,2020.0,6040000.0
Helsinki,Finland,60.19,24.97,2020.0,1170000.0
Bordeaux,France,44.84,-0.59,2020.0,840000.0
Lille,France,50.63,3.06,2020.0,1080000.0
Lyon,France,45.74,4.85,2020.0,1470000.0
Marseille-Aix-en-Provence,France,43.28,5.38,2020.0,1440000.0
Nice-Cannes,France,43.55,7.01,2020.0,960000.0
Paris,France,48.88,2.43,2020.0,10010000.0
Toulouse,France,43.59,1.43,2020.0,880000.0
Tbilisi,Georgia,41.72,44.78,2020.0,1110000.0
Berlin,Germany,52.51,13.32,2020.0,3430000.0
Hamburg,Germany,53.57,10.02,2020.0,1790000.0
Köln,Germany,50.94,6.93,2020.0,1060000.0
München,Germany,48.14,11.54,2020.0,1320000.0
Accra,Ghana,5.55,-0.2,2020.0,2690000.0
Kumasi,Ghana,6.68,-1.62,2020.0,2110000.0
Athínai,Greece,37.94,23.65,2020.0,3280000.0
Thessaloniki,Greece,40.62,22.79,2020.0,850000.0
Baku,Azerbaijan,40.32,49.81,2020.0,2010000.0
Buenos Aires,Argentina,-34.62,-58.44,2020.0,13430000.0
Córdoba,Argentina,-31.31,-64.17,2020.0,1560000.0
Mendoza,Argentina,-32.89,-68.83,2020.0,960000.0
Rosario,Argentina,-32.93,-60.66,2020.0,1280000.0
San Miguel de Tucumán,Argentina,-26.82,-65.21,2020.0,870000.0
Ciudad de Guatemala (Guatemala City),Guatemala,14.61,-90.52,2020.0,1280000.0
Conakry,Guinea,9.54,-13.67,2020.0,1980000.0
Port-au-Prince,Haiti,18.52,-72.34,2020.0,2620000.0
Tegucigalpa,Honduras,14.09,-87.2,2020.0,1160000.0
Hong Kong,"China, Hong Kong Special Administrative Region",22.27,114.17,2020.0,7740000.0
Budapest,Hungary,47.51,19.09,2020.0,1660000.0
Agra,India,27.18,78.02,2020.0,1900000.0
Ahmadabad,India,23.03,72.56,2020.0,6320000.0
Aligarh,India,27.88,78.08,2020.0,970000.0
Allahabad,India,25.45,81.85,2020.0,1420000.0
Amritsar,India,31.63,74.87,2020.0,1450000.0
Asansol,India,23.68,86.98,2020.0,1590000.0
Aurangabad,India,19.78,75.29,2020.0,1340000.0
Bangalore,India,12.97,77.58,2020.0,7970000.0
Bareilly,India,28.55,80.12,2020.0,970000.0
Bhiwandi,India,19.29,73.06,2020.0,960000.0
Bhopal,India,23.22,77.41,2020.0,2050000.0
Bhubaneswar,India,20.26,85.83,2020.0,1020000.0
Chandigarh,India,30.73,76.78,2020.0,1170000.0
Chennai,India,13.06,80.24,2020.0,8310000.0
Coimbatore,India,11.01,76.97,2020.0,2010000.0
Delhi,India,28.66,77.21,2020.0,18670000.0
Dhanbad,India,23.8,86.45,2020.0,1480000.0
Durg-Bhilainagar,India,21.22,81.43,2020.0,1310000.0
Faridabad,India,28.42,77.3,2020.0,1690000.0
Ghaziabad,India,28.67,77.42,2020.0,1640000.0
Guwahati,India,26.17,91.77,2020.0,1180000.0
Gwalior,India,26.14,78.1,2020.0,1160000.0
Hubli-Dharwad,India,15.36,75.08,2020.0,1060000.0
Hyderabad,India,17.39,78.48,2020.0,7450000.0
Indore,India,22.42,75.54,2020.0,2420000.0
Jabalpur,India,23.15,79.97,2020.0,1520000.0
Jaipur,India,26.9,75.8,2020.0,3480000.0
Jalandhar,India,31.32,75.57,2020.0,1030000.0
Jammu,India,33.45,76.24,2020.0,960000.0
Jamshedpur,India,22.8,86.18,2020.0,1550000.0
Jodhpur,India,26.28,73.02,2020.0,1180000.0
Kanpur,India,26.45,80.31,2020.0,3730000.0
Kochi,India,9.97,76.27,2020.0,1790000.0
Kolkata,India,22.54,88.33,2020.0,17040000.0
Kota,India,25.18,75.83,2020.0,990000.0
Kozhikode,India,26.28,75.77,2020.0,1120000.0
Lucknow,India,26.84,80.91,2020.0,3190000.0
Ludhiana,India,30.91,75.85,2020.0,1960000.0
Madurai,India,9.91,78.12,2020.0,1520000.0
Meerut,India,28.99,77.7,2020.0,1670000.0
Moradabad,India,28.83,78.78,2020.0,950000.0
Mumbai,India,19.07,72.82,2020.0,21950000.0
Mysore,India,12.3,76.65,2020.0,1050000.0
Nagpur,India,21.15,79.08,2020.0,2900000.0
Nashik,India,20.02,73.5,2020.0,1780000.0
Patna,India,25.61,85.13,2020.0,2590000.0
Pune,India,18.53,73.85,2020.0,5540000.0
Raipur,India,21.23,81.63,2020.0,1060000.0
Rajkot,India,22.3,70.78,2020.0,1520000.0
Ranchi,India,23.35,85.33,2020.0,1250000.0
Salem,India,11.65,78.16,2020.0,1040000.0
Solapur,India,17.68,75.92,2020.0,1270000.0
Srinagar,India,34.08,74.8,2020.0,1360000.0
Surat,India,21.16,72.83,2020.0,4640000.0
Thiruvananthapuram,India,8.48,76.95,2020.0,1120000.0
Tiruchirappalli,India,10.81,78.69,2020.0,1130000.0
Vadodara,India,22.3,73.2,2020.0,2080000.0
Varanasi,India,25.28,82.95,2020.0,1600000.0
Vijayawada,India,16.51,80.61,2020.0,1350000.0
Visakhapatnam,India,17.74,83.33,2020.0,1810000.0
Adelaide,Australia,-34.81,138.52,2020.0,1210000.0
Brisbane,Australia,-27.45,153.02,2020.0,2090000.0
Melbourne,Australia,-37.85,145.07,2020.0,4010000.0
Perth,Australia,-31.95,115.85,2020.0,1680000.0
Sydney,Australia,-33.88,151.02,2020.0,4580000.0
Bandar Lampung,Indonesia,-5.45,105.26,2020.0,1060000.0
Bandung,Indonesia,-6.91,107.6,2020.0,2890000.0
Bogor,Indonesia,-6.6,106.8,2020.0,1140000.0
Jakarta,Indonesia,-6.16,106.8,2020.0,10790000.0
Malang,Indonesia,-7.98,112.62,2020.0,970000.0
Medan,Indonesia,3.58,98.67,2020.0,2540000.0
Padang,Indonesia,-0.95,100.35,2020.0,1060000.0
Palembang,Indonesia,-2.99,104.75,2020.0,2150000.0
Pekan Baru,Indonesia,0.53,101.45,2020.0,1020000.0
Semarang,Indonesia,-6.97,110.42,2020.0,1630000.0
Surabaya,Indonesia,-7.39,112.68,2020.0,3400000.0
Ujung Pandang,Indonesia,-5.13,119.41,2020.0,1560000.0
Ahvaz,Iran (Islamic Republic of),31.31,48.68,2020.0,1160000.0
Esfahan,Iran (Islamic Republic of),32.65,51.67,2020.0,1920000.0
Karaj,Iran (Islamic Republic of),35.81,50.96,2020.0,1800000.0
Kermanshah,Iran (Islamic Republic of),34.3,47.05,2020.0,910000.0
Mashhad,Iran (Islamic Republic of),36.28,59.59,2020.0,2930000.0
Qom,Iran (Islamic Republic of),34.65,50.88,2020.0,1140000.0
Shiraz,Iran (Islamic Republic of),29.6,52.53,2020.0,1410000.0
Tabriz,Iran (Islamic Republic of),38.08,46.28,2020.0,1610000.0
Tehran,Iran (Islamic Republic of),35.77,51.44,2020.0,8830000.0
Al-Basrah,Iraq,30.5,47.76,2020.0,1020000.0
Al-Mawsil,Iraq,36.33,43.13,2020.0,1680000.0
Baghdad,Iraq,33.33,44.39,2020.0,6620000.0
Irbil,Iraq,36.16,44.01,2020.0,1160000.0
Dublin,Ireland,53.34,-6.25,2020.0,1180000.0
Hefa,Israel,32.76,35.0,2020.0,1100000.0
Tel Aviv-Yafo,Israel,32.04,34.76,2020.0,3450000.0
Milano,Italy,45.47,9.18,2020.0,2940000.0
Napoli,Italy,40.83,14.25,2020.0,2250000.0
Palermo,Italy,38.12,13.35,2020.0,870000.0
Rome,Italy,41.87,12.51,2020.0,3330000.0
Torino,Italy,45.07,7.66,2020.0,1640000.0
Abidjan,Côte d'Ivoire,5.32,-4.02,2020.0,4810000.0
Fukuoka-Kitakyushu,Japan,33.57,130.4,2020.0,2830000.0
Hiroshima,Japan,34.37,132.44,2020.0,2050000.0
Kyoto,Japan,35.0,135.75,2020.0,1800000.0
Nagoya,Japan,35.15,136.92,2020.0,3290000.0
Osaka-Kobe,Japan,34.63,135.51,2020.0,11360000.0
Sapporo,Japan,43.05,141.34,2020.0,2560000.0
Sendai,Japan,38.25,140.89,2020.0,2290000.0
Tokyo,Japan,35.68,139.8,2020.0,36370000.0
Almaty,Kazakhstan,43.25,76.91,2020.0,1300000.0
Kabul,Afghanistan,34.53,69.13,2020.0,4730000.0
Wien,Austria,48.2,16.32,2020.0,2450000.0
Amman,Jordan,31.94,35.93,2020.0,1180000.0
Mombasa,Kenya,-4.05,39.65,2020.0,1200000.0
Nairobi,Kenya,-1.26,36.8,2020.0,4050000.0
Hamhung,Democratic People's Republic of Korea,39.91,127.55,2020.0,820000.0
N'ampo,Democratic People's Republic of Korea,38.73,125.4,2020.0,1190000.0
P'yongyang,Democratic People's Republic of Korea,39.02,125.75,2020.0,3430000.0
Bucheon,Republic of Korea,37.5,126.78,2020.0,940000.0
Busan,Republic of Korea,35.1,129.03,2020.0,3390000.0
Daegu,Republic of Korea,35.86,128.6,2020.0,2460000.0
Daejon,Republic of Korea,36.35,127.38,2020.0,1540000.0
Goyang,Republic of Korea,37.65,126.8,2020.0,1000000.0
Gwangju,Republic of Korea,35.16,126.91,2020.0,1500000.0
Incheon,Republic of Korea,37.48,126.63,2020.0,2600000.0
Seongnam,Republic of Korea,37.43,127.15,2020.0,970000.0
Seoul,Republic of Korea,37.54,126.93,2020.0,9740000.0
Suweon,Republic of Korea,37.26,127.01,2020.0,1170000.0
Ulsan,Republic of Korea,35.55,129.31,2020.0,1100000.0
Al Kuwayt (Kuwait City),Kuwait,29.38,47.97,2020.0,2590000.0
Bishkek,Kyrgyzstan,42.87,74.77,2020.0,930000.0
Bayrut,Lebanon,33.88,35.49,2020.0,2050000.0
Monrovia,Liberia,6.3,-10.79,2020.0,1460000.0
Banghazi,Libyan Arab Jamahiriya,32.12,20.06,2020.0,1400000.0
Tarabulus,Libyan Arab Jamahiriya,32.9,13.18,2020.0,2530000.0
Antananarivo,Madagascar,-18.9,47.52,2020.0,2230000.0
Johore Bharu,Malaysia,1.5,103.76,2020.0,1180000.0
Klang,Malaysia,3.03,101.45,2020.0,1360000.0
Kuala Lumpur,Malaysia,3.14,101.7,2020.0,1670000.0
Bamako,Mali,12.65,-7.98,2020.0,2130000.0
Aguascalientes,Mexico,21.88,-102.29,2020.0,1000000.0
Chihuahua,Mexico,28.63,-106.07,2020.0,900000.0
Ciudad de México,Mexico,19.42,-99.12,2020.0,20190000.0
Ciudad Juárez,Mexico,31.73,-106.48,2020.0,1480000.0
Culiacán,Mexico,24.8,-107.38,2020.0,890000.0
Guadalajara,Mexico,20.67,-103.34,2020.0,4670000.0
León de los Aldamas,Mexico,21.11,-101.68,2020.0,1680000.0
Mérida,Mexico,20.97,-89.62,2020.0,1090000.0
Mexicali,Mexico,32.65,-115.46,2020.0,1000000.0
Monterrey,Mexico,25.67,-100.31,2020.0,4140000.0
Puebla,Mexico,19.04,-98.19,2020.0,2470000.0
Querétaro,Mexico,20.58,-100.38,2020.0,1120000.0
Saltillo,Mexico,25.41,-100.99,2020.0,860000.0
San Luis Potosí,Mexico,22.15,-100.97,2020.0,1130000.0
Tijuana,Mexico,32.52,-117.03,2020.0,1800000.0
Toluca de Lerdo,Mexico,19.28,-99.66,2020.0,1670000.0
Torreón,Mexico,25.55,-103.76,2020.0,1280000.0
Ulaanbaatar,Mongolia,47.92,106.91,2020.0,980000.0
Chittagong,Bangladesh,22.32,91.82,2020.0,5810000.0
Dhaka,Bangladesh,23.7,90.4,2020.0,17020000.0
Khulna,Bangladesh,22.84,89.55,2020.0,1980000.0
Rajshahi,Bangladesh,24.35,88.63,2020.0,1040000.0
Dar-el-Beida,Morocco,33.6,-7.63,2020.0,3480000.0
Fès,Morocco,34.04,-4.99,2020.0,1150000.0
Marrakech,Morocco,31.63,-8.01,2020.0,1000000.0
Rabat,Morocco,34.01,-6.83,2020.0,1940000.0
Maputo,Mozambique,-25.96,32.57,2020.0,1920000.0
Yerevan,Armenia,40.2,44.53,2020.0,1100000.0
Kathmandu,Nepal,27.71,85.31,2020.0,1280000.0
Amsterdam,Netherlands,52.37,4.89,2020.0,1060000.0
Rotterdam,Netherlands,51.92,4.48,2020.0,1030000.0
Auckland,New Zealand,-36.9,174.76,2020.0,1400000.0
Managua,Nicaragua,12.15,-86.27,2020.0,1020000.0
Antwerpen,Belgium,51.2,4.42,2020.0,920000.0
Bruxelles-Brussel,Belgium,50.83,4.36,2020.0,1740000.0
Niamey,Niger,13.51,2.12,2020.0,1260000.0
Abuja,Nigeria,9.05,7.25,2020.0,2560000.0
Benin City,Nigeria,6.33,5.62,2020.0,1520000.0
Ibadan,Nigeria,7.37,3.89,2020.0,3270000.0
Ilorin,Nigeria,8.49,4.54,2020.0,970000.0
Kaduna,Nigeria,10.51,7.44,2020.0,1810000.0
Kano,Nigeria,11.99,8.49,2020.0,3910000.0
Lagos,Nigeria,6.45,3.3,2020.0,12400000.0
Maiduguri,Nigeria,11.85,13.16,2020.0,1120000.0
Ogbomosho,Nigeria,8.13,4.25,2020.0,1200000.0
Port Harcourt,Nigeria,4.78,7.0,2020.0,1280000.0
Zaria,Nigeria,11.06,7.7,2020.0,1120000.0
Oslo,Norway,59.93,10.71,2020.0,880000.0
Faisalabad,Pakistan,31.4,73.08,2020.0,3260000.0
Gujranwala,Pakistan,32.15,74.18,2020.0,1900000.0
Hyderabad,Pakistan,25.38,68.36,2020.0,1830000.0
Islamabad,Pakistan,33.71,73.06,2020.0,990000.0
Karachi,Pakistan,24.89,67.02,2020.0,14860000.0
Lahore,Pakistan,31.54,74.34,2020.0,8110000.0
Multan,Pakistan,30.2,71.41,2020.0,1910000.0
Peshawar,Pakistan,34.0,71.54,2020.0,1640000.0
Quetta,Pakistan,30.2,67.01,2020.0,970000.0
Rawalpindi,Pakistan,33.6,73.04,2020.0,2320000.0
Ciudad de Panamá (Panama City),Panama,9.0,-79.51,2020.0,1530000.0
Asunción,Paraguay,-25.3,-57.62,2020.0,2280000.0
Arequipa,Peru,-16.39,-71.52,2020.0,930000.0
Lima,Peru,-12.08,-77.04,2020.0,8860000.0
Cebu,Philippines,10.42,123.79,2020.0,960000.0
Davao,Philippines,7.08,125.61,2020.0,1730000.0
Manila,Philippines,14.61,120.96,2020.0,12790000.0
Zamboanga,Philippines,6.9,122.06,2020.0,990000.0
Kraków,Poland,50.06,19.94,2020.0,760000.0
Lódz,Poland,51.77,19.47,2020.0,740000.0
Warszawa,Poland,52.24,21.01,2020.0,1740000.0
Lisboa,Portugal,38.72,-9.12,2020.0,3000000.0
Porto,Portugal,41.16,-8.58,2020.0,1440000.0
San Juan,Puerto Rico,18.8,-71.22,2020.0,2800000.0
Bucuresti,Romania,44.43,26.12,2020.0,1950000.0
Chelyabinsk,Russian Federation,55.14,61.39,2020.0,1090000.0
Kazan,Russian Federation,55.73,49.14,2020.0,1120000.0
Krasnoyarsk,Russian Federation,56.01,92.83,2020.0,930000.0
Moskva,Russian Federation,55.74,37.7,2020.0,10520000.0
Nizhniy Novgorod,Russian Federation,58.54,31.27,2020.0,1260000.0
Novosibirsk,Russian Federation,55.03,82.94,2020.0,1370000.0
Omsk,Russian Federation,55.06,73.25,2020.0,1120000.0
Perm,Russian Federation,58.0,56.23,2020.0,1010000.0
Rostov-na-Donu,Russian Federation,47.23,39.68,2020.0,1040000.0
Samara,Russian Federation,53.23,50.16,2020.0,1120000.0
Sankt Peterburg,Russian Federation,59.91,30.24,2020.0,4480000.0
Saratov,Russian Federation,51.49,45.95,2020.0,820000.0
Ufa,Russian Federation,54.82,56.09,2020.0,990000.0
Volgograd,Russian Federation,48.7,44.48,2020.0,970000.0
Voronezh,Russian Federation,51.71,39.26,2020.0,840000.0
Yekaterinburg,Russian Federation,56.83,60.58,2020.0,1320000.0
Kigali,Rwanda,-1.95,30.05,2020.0,1150000.0
La Paz,Bolivia,-16.5,-68.15,2020.0,1860000.0
Santa Cruz,Bolivia,-17.78,-63.19,2020.0,1720000.0
Ad-Dammam,Saudi Arabia,26.33,50.08,2020.0,1020000.0
Al-Madinah,Saudi Arabia,24.42,39.69,2020.0,1240000.0
Ar-Riyadh,Saudi Arabia,24.65,46.77,2020.0,5400000.0
Jiddah,Saudi Arabia,21.54,39.17,2020.0,3590000.0
Makkah,Saudi Arabia,21.42,39.81,2020.0,1650000.0
Dakar,Senegal,14.68,-17.45,2020.0,3280000.0
Beograd,Serbia,44.79,20.41,2020.0,1110000.0
Freetown,Sierra Leone,8.48,-13.23,2020.0,1030000.0
Singapore,Singapore,1.26,103.83,2020.0,4810000.0
Hà Noi,Viet Nam,21.03,105.82,2020.0,5360000.0
Hai Phòng,Viet Nam,20.86,106.67,2020.0,2430000.0
Thành Pho Ho Chí Minh,Viet Nam,10.75,106.66,2020.0,6480000.0
Muqdisho,Somalia,2.04,45.34,2020.0,1790000.0
Cape Town,South Africa,-33.97,18.48,2020.0,3500000.0
Durban,South Africa,-29.83,30.94,2020.0,2960000.0
Ekurhuleni,South Africa,-26.17,28.22,2020.0,3310000.0
Johannesburg,South Africa,-26.17,28.0,2020.0,3780000.0
Port Elizabeth,South Africa,-33.88,25.48,2020.0,1100000.0
Pretoria,South Africa,-25.73,28.21,2020.0,1480000.0
Vereeniging,South Africa,-26.67,27.93,2020.0,1180000.0
Harare,Zimbabwe,-17.82,31.02,2020.0,1840000.0
Barcelona,Spain,41.38,2.18,2020.0,5170000.0
Madrid,Spain,40.44,-3.69,2020.0,5920000.0
Valencia,Spain,39.47,-0.36,2020.0,830000.0
Al-Khartum,Sudan,15.55,32.52,2020.0,6080000.0
Stockholm,Sweden,59.33,17.99,2020.0,1310000.0
Zürich,Switzerland,47.4,8.53,2020.0,1130000.0
Baixada Santista,Brazil,-23.95,-46.36,2020.0,1940000.0
Belém,Brazil,-1.43,-48.49,2020.0,2520000.0
Belo Horizonte,Brazil,-19.85,-43.9,2020.0,6360000.0
Brasília,Brazil,-15.79,-47.89,2020.0,4280000.0
Campinas,Brazil,-22.9,-47.05,2020.0,3240000.0
Campo Grande,Brazil,-20.45,-54.61,2020.0,900000.0
Cuiabá,Brazil,-15.61,-56.09,2020.0,920000.0
Curitiba,Brazil,-25.43,-49.28,2020.0,3580000.0
Florianópolis,Brazil,-27.57,-48.61,2020.0,1260000.0
Fortaleza,Brazil,-3.78,-38.58,2020.0,3850000.0
Goiânia,Brazil,-16.72,-49.25,2020.0,2370000.0
Grande São Luís,Brazil,-2.51,-44.3,2020.0,1190000.0
Grande Vitória,Brazil,-20.3,-40.35,2020.0,1980000.0
João Pessoa,Brazil,-7.12,-34.86,2020.0,1090000.0
Maceió,Brazil,-9.67,-35.74,2020.0,1390000.0
Manaus,Brazil,-3.12,-60.01,2020.0,2060000.0
Natal,Brazil,-5.8,-35.21,2020.0,1250000.0
Norte/Nordeste Catarinense,Brazil,-26.32,-48.84,2020.0,1150000.0
Pôrto Alegre,Brazil,-30.04,-51.2,2020.0,4340000.0
Recife,Brazil,-8.08,-34.91,2020.0,4070000.0
Rio de Janeiro,Brazil,-22.72,-43.45,2020.0,12780000.0
Salvador,Brazil,-12.99,-38.48,2020.0,3950000.0
São Paulo,Brazil,-23.58,-46.62,2020.0,20540000.0
Teresina,Brazil,-5.1,-42.8,2020.0,1030000.0
Dimashq,Syrian Arab Republic,33.49,36.29,2020.0,2980000.0
Halab,Syrian Arab Republic,36.21,37.15,2020.0,3310000.0
Hims,Syrian Arab Republic,34.73,36.71,2020.0,1230000.0
Krung Thep,Thailand,13.75,100.51,2020.0,7330000.0
Lomé,Togo,6.1,1.2,2020.0,2040000.0
Dubayy,United Arab Emirates,25.27,55.32,2020.0,1710000.0
Adana,Turkey,37.0,35.32,2020.0,1470000.0
Ankara,Turkey,39.92,32.85,2020.0,4180000.0
Antalya,Turkey,36.89,30.7,2020.0,910000.0
Bursa,Turkey,40.19,29.07,2020.0,1710000.0
Gaziantep,Turkey,37.04,37.3,2020.0,1200000.0
